age,job,marital,education,default,balance,housing,contact,duration,campaign,pdays,previous,poutcome,signed up
35,management,married,secondary,no,0,no,unknown,121,1,-1,0,unknown,0
27,admin.,single,secondary,no,1123,no,cellular,75,1,-1,0,unknown,0
58,retired,married,secondary,no,195,no,cellular,41,1,-1,0,unknown,0
46,admin.,married,secondary,no,939,no,cellular,69,2,8,1,other,0
34,technician,married,tertiary,no,482,no,cellular,56,2,-1,0,unknown,0
79,retired,married,unknown,no,0,no,telephone,167,1,-1,0,unknown,0
38,services,married,secondary,no,0,no,cellular,1473,6,-1,0,unknown,0
32,services,single,unknown,no,2378,no,cellular,1132,2,-1,0,unknown,1
33,blue-collar,single,secondary,no,22,no,cellular,76,2,207,1,failure,0
59,blue-collar,married,primary,no,638,no,cellular,170,2,-1,0,unknown,0
60,blue-collar,married,primary,no,5,no,cellular,401,1,-1,0,unknown,1
33,technician,single,secondary,no,0,no,unknown,1106,2,-1,0,unknown,0
31,technician,married,secondary,no,7369,no,cellular,204,4,-1,0,unknown,0
45,admin.,married,secondary,no,205,no,cellular,552,1,90,2,success,1
55,retired,married,tertiary,no,2996,no,unknown,49,1,-1,0,unknown,0
46,retired,married,primary,no,1374,no,unknown,22,3,-1,0,unknown,0
59,blue-collar,married,secondary,no,13718,no,telephone,107,6,-1,0,unknown,0
52,technician,divorced,tertiary,yes,-1014,no,cellular,154,1,-1,0,unknown,0
52,management,divorced,primary,no,92,no,cellular,469,7,-1,0,unknown,0
53,admin.,single,secondary,no,2892,no,cellular,527,3,-1,0,unknown,1
25,admin.,single,tertiary,no,1420,no,cellular,124,2,-1,0,unknown,0
54,management,married,tertiary,no,511,no,cellular,1201,3,-1,0,unknown,0
36,admin.,divorced,secondary,no,0,no,unknown,203,3,-1,0,unknown,0
47,admin.,married,secondary,no,73,no,cellular,57,3,-1,0,unknown,0
45,management,divorced,tertiary,no,0,no,unknown,5,1,-1,0,unknown,0
36,admin.,single,secondary,no,281,no,cellular,225,2,-1,0,unknown,0
36,management,married,tertiary,no,495,no,cellular,91,1,37,5,success,1
44,management,married,tertiary,no,1138,no,cellular,523,3,-1,0,unknown,1
28,management,single,tertiary,no,5474,no,cellular,486,5,-1,0,unknown,1
48,services,married,secondary,no,0,no,cellular,163,5,-1,0,unknown,0
31,services,single,secondary,no,887,no,cellular,427,1,-1,0,unknown,0
50,technician,divorced,secondary,no,-403,no,cellular,130,2,119,2,failure,0
59,retired,married,secondary,no,374,no,cellular,272,2,-1,0,unknown,0
54,housemaid,married,primary,no,194,no,cellular,127,2,-1,0,unknown,0
48,management,married,secondary,no,0,no,cellular,20,4,-1,0,unknown,0
60,retired,married,primary,no,55,no,cellular,207,1,-1,0,unknown,0
38,technician,married,tertiary,no,536,no,cellular,360,4,-1,0,unknown,0
31,services,single,secondary,no,712,no,cellular,38,25,-1,0,unknown,0
55,housemaid,married,primary,no,4,no,cellular,85,3,-1,0,unknown,0
21,blue-collar,single,secondary,no,682,no,cellular,266,1,-1,0,unknown,1
35,admin.,single,tertiary,no,980,no,cellular,68,2,-1,0,unknown,0
30,housemaid,single,tertiary,no,3362,no,cellular,101,2,-1,0,unknown,0
65,entrepreneur,married,tertiary,no,2331,no,telephone,425,1,183,2,success,1
42,unemployed,divorced,secondary,no,759,no,cellular,97,1,169,3,failure,0
30,services,single,tertiary,no,719,no,cellular,38,2,-1,0,unknown,0
42,technician,married,secondary,no,3228,no,cellular,133,1,-1,0,unknown,0
55,management,married,secondary,no,5836,no,unknown,192,1,-1,0,unknown,0
44,admin.,married,unknown,no,40,no,unknown,160,2,-1,0,unknown,0
47,unemployed,single,tertiary,no,44,no,cellular,374,1,185,1,success,0
28,technician,single,secondary,no,456,no,cellular,16,9,-1,0,unknown,0
58,management,married,tertiary,no,361,no,cellular,503,2,-1,0,unknown,0
29,blue-collar,single,primary,no,145,no,unknown,452,1,-1,0,unknown,0
40,housemaid,married,secondary,no,2064,no,cellular,107,1,-1,0,unknown,0
38,technician,divorced,secondary,no,531,no,cellular,214,3,226,7,failure,0
52,entrepreneur,married,secondary,yes,-36,no,cellular,199,4,-1,0,unknown,0
59,retired,divorced,secondary,no,1026,no,unknown,669,1,-1,0,unknown,1
30,technician,single,secondary,no,115,no,cellular,152,1,351,1,failure,0
27,management,married,tertiary,no,5262,no,cellular,201,9,-1,0,unknown,0
53,housemaid,married,tertiary,no,554,no,cellular,48,1,181,5,failure,0
40,services,married,secondary,no,37,no,unknown,356,5,-1,0,unknown,0
31,management,single,tertiary,no,730,no,cellular,108,6,-1,0,unknown,0
66,retired,married,secondary,no,154,no,cellular,268,5,181,2,failure,1
38,self-employed,married,secondary,no,30,no,unknown,91,1,-1,0,unknown,0
36,technician,single,secondary,no,12264,no,cellular,285,1,182,2,success,1
53,housemaid,single,tertiary,no,3275,no,unknown,527,2,-1,0,unknown,0
31,services,married,secondary,no,288,no,cellular,164,1,-1,0,unknown,0
58,blue-collar,married,secondary,no,3148,no,cellular,57,2,-1,0,unknown,0
48,blue-collar,married,primary,no,3837,no,cellular,120,1,-1,0,unknown,0
53,admin.,married,secondary,no,2924,no,cellular,800,6,-1,0,unknown,0
32,management,single,tertiary,no,0,no,cellular,255,2,-1,0,unknown,0
52,admin.,married,secondary,no,876,no,unknown,227,3,-1,0,unknown,0
33,admin.,divorced,secondary,no,1,no,cellular,119,2,-1,0,unknown,0
46,blue-collar,married,primary,no,0,no,cellular,92,1,-1,0,unknown,0
59,unemployed,married,secondary,no,1625,no,cellular,198,1,180,2,success,1
46,housemaid,single,tertiary,no,3232,no,telephone,94,2,-1,0,unknown,0
33,services,married,secondary,no,703,no,cellular,160,2,-1,0,unknown,0
37,services,single,secondary,no,887,no,cellular,553,2,-1,0,unknown,0
56,unemployed,divorced,primary,no,1770,no,cellular,916,3,-1,0,unknown,0
28,technician,married,tertiary,no,1198,no,cellular,57,3,-1,0,unknown,0
52,management,married,secondary,no,173,no,unknown,48,5,-1,0,unknown,0
49,blue-collar,married,primary,no,238,no,unknown,204,1,-1,0,unknown,0
53,admin.,married,secondary,no,1796,no,telephone,295,1,91,2,success,1
42,management,married,secondary,no,580,no,cellular,67,2,-1,0,unknown,0
52,technician,married,secondary,no,234,no,cellular,255,1,-1,0,unknown,1
73,retired,married,primary,no,796,no,cellular,888,1,182,3,success,1
58,retired,married,primary,no,1761,no,unknown,773,4,-1,0,unknown,0
48,management,married,tertiary,no,1147,no,cellular,389,1,64,2,success,1
46,unemployed,married,secondary,no,16397,no,cellular,641,1,-1,0,unknown,0
57,admin.,married,secondary,no,16873,no,cellular,219,3,372,1,failure,0
71,retired,married,tertiary,no,3895,no,cellular,116,1,-1,0,unknown,0
32,technician,single,tertiary,no,1068,no,cellular,175,4,-1,0,unknown,0
60,retired,married,primary,no,1369,no,cellular,100,2,-1,0,unknown,0
40,admin.,married,secondary,no,0,no,unknown,368,12,-1,0,unknown,0
73,retired,married,unknown,no,519,no,telephone,91,1,-1,0,unknown,0
44,management,married,tertiary,no,1858,no,cellular,113,4,-1,0,unknown,0
31,blue-collar,single,secondary,no,54,no,unknown,230,3,-1,0,unknown,0
37,blue-collar,single,secondary,no,415,no,unknown,203,1,-1,0,unknown,0
25,student,single,secondary,no,304,no,cellular,226,2,-1,0,unknown,1
45,services,married,secondary,no,-32,no,cellular,56,2,-1,0,unknown,0
59,entrepreneur,married,tertiary,no,-820,no,unknown,43,2,-1,0,unknown,0
37,management,married,tertiary,no,2364,no,telephone,662,4,-1,0,unknown,0
45,management,married,tertiary,no,0,no,cellular,523,2,-1,0,unknown,0
53,self-employed,married,primary,no,4576,no,telephone,82,2,-1,0,unknown,0
54,retired,married,secondary,no,3538,no,cellular,820,1,-1,0,unknown,1
43,management,divorced,tertiary,no,36,no,cellular,79,1,-1,0,unknown,0
54,technician,divorced,secondary,no,-369,no,cellular,246,4,-1,0,unknown,0
31,services,married,secondary,no,0,no,unknown,81,6,-1,0,unknown,0
49,services,married,primary,no,468,no,cellular,608,2,-1,0,unknown,0
32,services,single,secondary,no,6857,no,cellular,85,1,185,1,failure,0
39,technician,married,tertiary,no,1293,no,cellular,140,2,-1,0,unknown,1
28,technician,single,tertiary,no,-123,no,cellular,690,1,-1,0,unknown,1
50,blue-collar,married,secondary,no,0,no,cellular,192,2,-1,0,unknown,0
39,unknown,single,unknown,no,0,no,telephone,28,1,-1,0,unknown,0
36,blue-collar,single,primary,no,367,no,unknown,277,1,-1,0,unknown,0
45,admin.,married,secondary,no,373,no,cellular,274,3,-1,0,unknown,0
57,retired,married,secondary,no,6610,no,cellular,449,2,-1,0,unknown,0
51,blue-collar,married,primary,no,-11,no,telephone,126,4,-1,0,unknown,0
52,blue-collar,married,primary,no,336,no,telephone,381,7,-1,0,unknown,0
33,admin.,divorced,tertiary,no,777,no,cellular,344,1,-1,0,unknown,0
44,technician,divorced,secondary,no,2179,no,cellular,180,10,-1,0,unknown,0
46,unemployed,single,secondary,no,2052,no,cellular,428,1,-1,0,unknown,0
37,entrepreneur,married,tertiary,no,986,no,cellular,970,2,-1,0,unknown,0
54,unknown,married,tertiary,no,10,no,cellular,150,2,-1,0,unknown,0
71,management,married,tertiary,no,13297,no,cellular,265,1,190,2,failure,0
33,unemployed,married,tertiary,no,123,no,cellular,207,3,-1,0,unknown,0
33,blue-collar,single,secondary,no,45,no,unknown,13,12,-1,0,unknown,0
38,technician,married,tertiary,no,732,no,cellular,53,2,161,1,failure,0
52,services,divorced,secondary,no,-57,no,cellular,140,1,-1,0,unknown,0
53,admin.,single,secondary,no,1958,no,telephone,82,2,75,4,failure,0
34,admin.,single,secondary,no,280,no,cellular,86,2,-1,0,unknown,0
31,admin.,single,tertiary,no,516,no,cellular,227,1,-1,0,unknown,0
46,management,married,secondary,no,1098,no,cellular,99,3,343,3,other,0
56,blue-collar,married,secondary,no,277,no,unknown,9,13,-1,0,unknown,0
51,services,married,secondary,no,209,no,unknown,93,1,-1,0,unknown,0
33,technician,divorced,secondary,no,948,no,unknown,7,1,-1,0,unknown,0
25,management,single,tertiary,no,1129,no,cellular,452,2,-1,0,unknown,0
41,technician,divorced,secondary,no,988,no,cellular,429,2,-1,0,unknown,0
37,services,single,secondary,no,3,no,unknown,527,1,-1,0,unknown,0
78,retired,divorced,tertiary,no,1016,no,cellular,524,1,-1,0,unknown,0
48,blue-collar,married,secondary,no,292,no,cellular,271,1,79,1,success,1
56,entrepreneur,married,tertiary,no,693,no,cellular,89,5,-1,0,unknown,0
44,management,married,tertiary,no,0,no,unknown,27,1,-1,0,unknown,0
35,unknown,married,tertiary,no,1260,no,cellular,204,9,-1,0,unknown,0
26,unemployed,single,tertiary,no,521,no,cellular,123,3,-1,0,unknown,0
46,admin.,married,secondary,no,5021,no,cellular,957,1,182,1,success,1
27,management,single,tertiary,no,338,no,cellular,535,1,-1,0,unknown,0
50,admin.,single,secondary,no,3702,no,cellular,109,5,-1,0,unknown,0
49,blue-collar,married,secondary,no,0,no,cellular,625,1,-1,0,unknown,1
26,management,single,secondary,no,-38,no,cellular,443,2,-1,0,unknown,0
34,management,single,tertiary,no,46,no,cellular,211,17,-1,0,unknown,0
59,admin.,married,secondary,no,1001,no,unknown,175,2,-1,0,unknown,0
36,blue-collar,married,primary,no,-402,no,unknown,173,6,-1,0,unknown,0
34,management,single,primary,no,212,no,unknown,88,1,-1,0,unknown,0
67,retired,married,primary,no,585,no,cellular,109,1,-1,0,unknown,0
36,housemaid,married,primary,no,122,no,unknown,78,1,-1,0,unknown,0
27,admin.,single,tertiary,no,832,no,cellular,336,1,-1,0,unknown,0
47,housemaid,married,primary,no,20,no,cellular,564,5,-1,0,unknown,0
54,retired,married,primary,no,235,no,cellular,28,5,-1,0,unknown,0
50,blue-collar,married,secondary,no,-253,no,unknown,43,1,-1,0,unknown,0
44,technician,single,tertiary,no,643,no,cellular,222,3,-1,0,unknown,0
39,admin.,single,tertiary,no,22086,no,cellular,160,1,-1,0,unknown,1
28,services,single,secondary,no,651,no,cellular,158,2,-1,0,unknown,0
27,services,divorced,secondary,no,397,no,cellular,192,3,-1,0,unknown,0
52,management,married,tertiary,no,3754,no,cellular,127,2,-1,0,unknown,0
58,self-employed,married,tertiary,no,1636,no,cellular,187,1,-1,0,unknown,0
37,management,single,tertiary,no,410,no,cellular,542,3,-1,0,unknown,0
27,admin.,single,secondary,no,-242,no,cellular,20,21,-1,0,unknown,0
47,blue-collar,married,primary,no,-406,no,telephone,243,5,-1,0,unknown,0
52,unemployed,married,secondary,no,-9,no,unknown,123,1,-1,0,unknown,0
42,housemaid,divorced,secondary,no,314,no,unknown,249,2,-1,0,unknown,0
43,services,single,secondary,no,2444,no,cellular,130,1,-1,0,unknown,0
25,technician,single,secondary,no,505,no,cellular,386,2,-1,0,unknown,1
31,self-employed,single,tertiary,no,217,no,cellular,501,4,-1,0,unknown,0
28,admin.,single,secondary,no,4745,no,telephone,360,1,181,5,success,1
37,housemaid,married,secondary,no,1863,no,cellular,163,2,-1,0,unknown,0
59,retired,married,secondary,no,377,no,cellular,468,4,-1,0,unknown,0
76,retired,married,tertiary,no,0,no,telephone,170,1,-1,0,unknown,0
39,housemaid,single,primary,no,1340,no,unknown,113,2,-1,0,unknown,0
36,management,divorced,tertiary,yes,36,no,cellular,836,4,-1,0,unknown,1
33,technician,divorced,secondary,no,464,no,cellular,207,4,-1,0,unknown,0
30,services,single,secondary,no,3485,no,cellular,142,2,-1,0,unknown,0
49,technician,married,secondary,no,402,no,cellular,76,2,-1,0,unknown,0
46,management,married,primary,no,589,no,cellular,200,2,-1,0,unknown,0
50,blue-collar,married,secondary,no,1176,no,cellular,281,2,-1,0,unknown,0
55,blue-collar,married,secondary,no,1358,no,cellular,149,1,-1,0,unknown,0
26,student,single,tertiary,no,2,no,cellular,120,2,-1,0,unknown,0
28,student,single,tertiary,no,111,no,cellular,70,2,-1,0,unknown,0
27,student,single,secondary,no,2015,no,cellular,87,1,245,1,other,0
39,blue-collar,divorced,primary,no,3,no,unknown,625,1,-1,0,unknown,0
51,management,married,tertiary,no,8304,no,cellular,105,2,-1,0,unknown,0
33,technician,married,tertiary,no,8023,no,cellular,107,1,105,3,failure,0
29,unemployed,single,tertiary,no,1311,no,cellular,622,1,-1,0,unknown,1
55,technician,married,secondary,no,55,no,cellular,19,17,-1,0,unknown,0
60,retired,married,tertiary,no,100,no,unknown,528,1,-1,0,unknown,0
63,blue-collar,married,primary,no,115,no,telephone,325,1,180,7,failure,1
35,management,married,tertiary,no,5367,no,cellular,80,1,92,1,failure,0
49,retired,divorced,primary,no,150,no,unknown,254,1,-1,0,unknown,0
44,management,divorced,tertiary,no,36,no,cellular,127,2,153,3,failure,0
42,services,single,unknown,no,4800,no,unknown,10,11,-1,0,unknown,0
56,unemployed,married,secondary,no,2629,no,cellular,293,2,-1,0,unknown,0
59,management,married,unknown,no,3534,no,cellular,216,4,-1,0,unknown,0
45,technician,married,tertiary,no,0,no,cellular,103,2,-1,0,unknown,0
33,management,single,tertiary,no,5437,no,cellular,201,1,58,3,failure,1
31,technician,married,tertiary,no,95,no,cellular,48,6,-1,0,unknown,0
26,unemployed,single,tertiary,no,2170,no,cellular,317,1,-1,0,unknown,0
57,self-employed,single,secondary,no,3277,no,unknown,127,4,-1,0,unknown,0
56,management,divorced,tertiary,no,-141,no,cellular,101,4,-1,0,unknown,0
46,admin.,married,secondary,no,2533,no,cellular,282,1,-1,0,unknown,0
29,admin.,single,secondary,no,209,no,cellular,605,2,-1,0,unknown,0
44,admin.,married,secondary,no,32,no,unknown,241,3,-1,0,unknown,0
25,services,single,unknown,no,2022,no,cellular,276,8,97,12,other,1
42,admin.,divorced,secondary,yes,0,no,cellular,226,1,-1,0,unknown,0
43,unemployed,married,tertiary,no,0,no,cellular,464,1,94,2,success,1
35,management,married,tertiary,no,365,no,cellular,168,2,-1,0,unknown,0
55,blue-collar,married,secondary,no,754,no,cellular,218,3,-1,0,unknown,0
56,self-employed,married,secondary,no,1539,no,cellular,149,14,-1,0,unknown,0
35,technician,divorced,secondary,no,213,no,cellular,46,2,-1,0,unknown,0
55,blue-collar,married,secondary,no,3919,no,cellular,26,2,-1,0,unknown,0
31,admin.,single,tertiary,no,0,no,cellular,173,1,-1,0,unknown,0
70,management,married,secondary,no,4,no,cellular,122,1,85,9,failure,0
30,management,single,tertiary,no,147,no,cellular,234,1,100,1,failure,1
53,retired,married,secondary,no,1630,no,unknown,160,1,-1,0,unknown,0
39,admin.,married,secondary,no,0,no,telephone,256,4,-1,0,unknown,0
29,services,single,secondary,no,153,no,cellular,734,2,-1,0,unknown,0
57,management,divorced,unknown,no,0,no,unknown,335,3,-1,0,unknown,0
56,unemployed,married,primary,no,882,no,unknown,169,1,-1,0,unknown,0
76,retired,married,secondary,no,242,no,telephone,994,3,-1,0,unknown,0
46,blue-collar,married,unknown,no,209,no,cellular,72,2,-1,0,unknown,0
32,management,single,tertiary,no,2343,no,cellular,226,1,-1,0,unknown,0
33,management,married,secondary,no,333,no,cellular,80,6,-1,0,unknown,0
63,retired,married,secondary,no,3579,no,telephone,93,2,-1,0,unknown,0
39,services,single,secondary,no,3,no,unknown,206,1,-1,0,unknown,0
46,management,single,tertiary,no,502,no,cellular,18,2,-1,0,unknown,0
45,housemaid,married,secondary,no,4068,no,cellular,314,1,41,1,success,0
38,admin.,married,secondary,no,271,no,cellular,60,3,-1,0,unknown,0
30,admin.,single,secondary,no,873,no,cellular,301,1,216,2,failure,0
52,unemployed,married,secondary,no,1416,no,cellular,436,2,182,1,success,1
27,services,single,secondary,no,-266,no,cellular,162,6,-1,0,unknown,0
28,blue-collar,married,primary,no,565,no,cellular,189,2,-1,0,unknown,0
25,technician,single,tertiary,no,437,no,cellular,121,1,-1,0,unknown,0
34,management,single,tertiary,no,-281,no,cellular,56,6,-1,0,unknown,0
25,student,single,tertiary,no,1189,no,cellular,165,1,-1,0,unknown,1
31,management,single,tertiary,no,1308,no,cellular,323,3,-1,0,unknown,0
31,technician,single,tertiary,no,244,no,cellular,170,4,-1,0,unknown,0
31,management,married,tertiary,no,459,no,cellular,13,14,-1,0,unknown,0
55,admin.,divorced,secondary,no,1693,no,cellular,247,1,102,3,success,0
42,management,married,primary,no,0,no,unknown,108,1,-1,0,unknown,0
49,blue-collar,married,secondary,no,-42,no,cellular,585,4,-1,0,unknown,0
32,technician,single,tertiary,no,720,no,cellular,234,4,-1,0,unknown,0
43,technician,single,tertiary,no,140,no,cellular,192,7,-1,0,unknown,0
34,admin.,divorced,secondary,no,1927,no,cellular,142,2,-1,0,unknown,0
33,admin.,married,secondary,no,616,no,unknown,35,1,-1,0,unknown,0
30,admin.,married,secondary,yes,23,no,cellular,149,2,-1,0,unknown,0
41,blue-collar,married,primary,no,4,no,cellular,74,5,-1,0,unknown,0
26,housemaid,married,primary,no,158,no,cellular,416,4,-1,0,unknown,0
41,blue-collar,married,secondary,yes,720,no,cellular,651,1,-1,0,unknown,1
33,technician,married,tertiary,no,8408,no,cellular,121,2,-1,0,unknown,0
51,blue-collar,married,primary,no,0,no,cellular,85,1,-1,0,unknown,0
38,technician,married,secondary,no,6728,no,cellular,252,4,-1,0,unknown,1
31,management,married,tertiary,no,0,no,cellular,84,2,-1,0,unknown,0
47,blue-collar,married,primary,no,0,no,cellular,292,2,-1,0,unknown,0
51,housemaid,divorced,secondary,no,330,no,telephone,218,3,-1,0,unknown,0
74,retired,married,primary,no,1765,no,telephone,290,2,-1,0,unknown,1
34,admin.,single,secondary,no,407,no,cellular,407,1,-1,0,unknown,0
54,technician,married,secondary,no,3967,no,cellular,90,3,-1,0,unknown,0
